"0.0","tcp","ftp_data","SF","491.0","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","2.0","2.02","0.00","0.002","0.002","0.002","1.00","0.002","0.002","150.0","25.0","0.17","0.03","0.172","0.002","0.002","0.002","0.05","0.002","0.02","normal","20.0"
"0.0","udp","other","SF","146.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","13.0","1.0","0.00","0.00","0.00","0.00","0.08","0.15","0.00","255.0","1.0","0.00","0.60","0.88","0.00","0.00","0.00","0.00","0.00","0.0","normal","15.0"
"0.0","tcp","private","S0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","123.0","6.0","1.00","1.00","0.00","0.00","0.05","0.07","0.00","255.0","26.0","0.10","0.05","0.00","0.00","1.00","1.00","0.00","0.00","1.0","neptune","19.0"
"0.0","tcp","http","SF","232.0","8153.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.0","5.0","0.20","0.20","0.00","0.00","1.00","0.00","0.00","30.0","255.0","1.00","0.00","0.03","0.04","0.03","0.01","0.00","0.01","0.0","normal","21.0"
"0.0","tcp","http","SF","199.0","420.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","30.0","32.0","0.00","0.00","0.00","0.00","1.00","0.00","0.09","255.0","255.0","1.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.0","normal","21.0"
"0.0","tcp","private","REJ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","121.0","19.0","0.00","0.00","1.00","1.00","0.16","0.06","0.00","255.0","19.0","0.07","0.07","0.00","0.00","0.00","0.00","1.00","1.00","1.0","neptune","21.0"
"0.0","tcp","private","S0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","166.0","9.0","1.00","1.00","0.00","0.00","0.05","0.06","0.00","255.0","9.0","0.04","0.05","0.00","0.00","1.00","1.00","0.00","0.00","1.0","neptune","21.0"
"0.0","tcp","private","S0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","117.0","16.0","1.00","1.00","0.00","0.00","0.14","0.06","0.00","255.0","15.0","0.06","0.07","0.00","0.00","1.00","1.00","0.00","0.00","1.0","neptune","21.0"
"0.0","tcp","remote_job","S0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","270.0","23.0","1.00","1.00","0.00","0.00","0.09","0.05","0.00","255.0","23.0","0.09","0.05","0.00","0.00","1.00","1.00","0.00","0.00","1.0","neptune","21.0"
"0.0","tcp","private","S0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","133.0","8.0","1.00","1.00","0.00","0.00","0.06","0.06","0.00","255.0","13.0","0.05","0.06","0.00","0.00","1.00","1.00","0.00","0.00","1.0","neptune","21.0"
"0.0","tcp","private","REJ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","205.0","12.0","0.00","0.00","1.00","1.00","0.06","0.06","0.00","255.0","12.0","0.05","0.07","0.00","0.00","0.00","0.00","1.00","1.00","1.0","neptune","21.0"
